contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,category_derived_non_canonical,canonical_version,status
GP-298,Korrelation är inte orsak,"Samband mellan sömn, kost, kalender, återhämtning och prestation ska beskrivas som möjliga relationer om orsak inte kan fastställas.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-299,Överreaktion ska förhindras,"Enskilda avvikelser får inte skriva om program, kostplan eller användarprofil om signalen inte är säkerhetskritisk.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-300,Platå kräver kvalificerad bedömning,"En platå ska kräva tillräcklig tidsperiod, jämförbar data och analys av plan, följsamhet och återhämtning.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-301,"Prognoser är scenarier, inte garantier","Framtida utveckling ska uttryckas genom intervall, antaganden och osäkerhet.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-302,Personlig jämförelse före populationsjämförelse,"GainPilot ska i första hand bedöma användaren mot den egna baslinjen, målet och planen.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-303,Ingen ogenomskinlig hälsopoäng,"Systemet får inte reducera användarens kropp, kost, sömn, träning och välmående till ett oförklarligt globalt hälsotal.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-304,Förklarbar rekommendation,"Varje betydelsefull rekommendation ska kunna förklaras genom använda data, jämförelseperiod, osäkerhet och beslutsregel.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-305,Analys får inte skriva direkt,"Statistik- och analysmotorer får inte ändra program, kostmål, säkerhetsregler eller minnen utan respektive domäns mandat och approvalprocess.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-306,Modellversionering,"Analysmodeller, beräkningar, trendalgoritmer och rekommendationsregler ska ha identitet, version och rollback.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-307,Användaren får korrigera analysen,"Användaren ska kunna korrigera data, avvisa slutsatser och markera att kontext saknas.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-308,Minimerad analyskontext,Hermes ska leverera den minsta datamängd som krävs för aktuell analys och hindra obegränsad domänkombination.,17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-309,Privat statistik,"Kroppsmått, kroppsvikt, bilder, kostdata och återhämtningssignaler ska vara privata som standard och ha granulär delning.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-310,Branch- och modellstyrd utveckling,"Förändringar av analysmodeller, statistikvyer, prognoser, rekommendationer och datakombinationer ska ske genom separat branch, validering, tester, granskning och kontrollerad utrullning.",17,"Progression, statistik och återkoppling",17.217 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-311,"Motivation är en signal, inte en identitet",GainPilot får inte klassificera användarens karaktär eller värde utifrån tillfällig motivation eller följsamhet.,18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-312,Följsamhet är ett systemresultat,"Återkommande avvikelser ska analyseras i relation till mål, plan, tid, friktion, återhämtning och kommunikation — inte endast användarens disciplin.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-313,Kommunikationssyfte före kontakt,Varje proaktiv kommunikation ska ha ett definierat användarvärde och får inte skickas enbart för att öka engagemangsmetrik.,18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-314,Användarstyrd kommunikation,"Användaren ska kunna styra typ, kanal, tid, frekvens, ton och detaljnivå för vanlig coachkommunikation.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-315,Säkerhet före engagemang,GainPilot får inte försvaga säkerhetsbudskap eller pressa användaren till aktivitet för att förbättra engagemang eller följsamhet.,18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-316,Ingen skuld eller manipulation,"Arnold får inte använda skuld, skam, rädsla, artificiell brådska, relationspress eller bekräftelseskam.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-317,Arnold ska stödja självständighet,"Coachningen ska göra användaren mer kapabel att förstå och hantera sin plan, inte mer beroende av AI-systemet.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-318,Ton förändrar inte policy,"Personlighet, humor, direkthet och användarvald coachstil får inte förändra fakta, säkerhetsregler eller behörigheter.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-319,Specifik och sann återkoppling,"Beröm, kritik och motiverande återkoppling ska grunda sig i verklig data eller uttrycklig användarfeedback.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-320,Funktionsbevarande anpassning är följsamhet,"Godkända kortversioner, reservpass, måltidsbyten, pauser och minimilägen ska bedömas efter vilken planfunktion de bevarar.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-321,Kärnplan före full plan,GainPilot ska kunna skilja följsamhet till planens viktigaste delar från genomförandet av valbara tillägg.,18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,roadmap,v1.0,Canonical Review Candidate
GP-322,Hinder före press,"När användaren inte genomför planen ska GainPilot först undersöka praktiska, kunskapsmässiga, återhämtningsrelaterade och målrelaterade hinder.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,operations,v1.0,Canonical Review Candidate
GP-323,Återgång utan skuld,"Återengagemang efter avbrott ska fokusera på aktuell situation, användarens mål och ett säkert nästa steg.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-324,Begränsad återkontakt,Inaktivitet får inte utlösa obegränsade eller allt mer påträngande återengagemangsmeddelanden.,18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-325,Ingen terapeutisk imitation,"Arnold får vara stödjande men får inte framställa sig som terapeut, diagnostisera psykisk ohälsa eller bedriva behandling.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-326,Känsliga signaler stoppar vanlig motivation,"Signal om självskada, allvarlig ätproblematik, medicinsk fara eller tvångsmässig träning ska aktivera särskilt säkerhetsflöde.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-327,Kommersiell separation,"Reklam, sponsring, affiliateinnehåll och abonnemangsförslag ska vara tydligt separerade från oberoende coachning.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-328,Minimerad kommunikationskontext,Hermes ska leverera den minsta personliga kontext som krävs och hindra att privat information används enbart för att göra kommunikationen mer personlig.,18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-329,Idempotent och frekvensbegränsad leverans,"Kommunikationssystemet ska förhindra dubbletter, respektera tysta perioder och tillämpa tydliga frekvensgränser.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-330,Generering är inte leveransbeslut,Språkmodellen som formulerar ett meddelande ska inte ensam besluta att användaren ska kontaktas.,18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-331,Kommunikation ska vara versionshanterad,"Mallar, modeller, tonregler, frekvenspolicy och högriskmeddelanden ska ha version, teststatus och rollback.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-332,Branch- och etikstyrd kommunikationsutveckling,"Förändringar av coachton, motivation, proaktiv kontakt, gamification och återengagemang ska ske genom separat branch, etisk granskning, tester och kontrollerad utrullning.",18,"Motivation, följsamhet och coachkommunikation",18.233 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-333,"Gemensam kärna, domänspecifik intelligens","GainPilot ska återanvända gemensamma plattformsbegrepp men ge varje träningsdomän egna modeller, regler, säkerhetskrav och progressionssystem.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-334,Ingen förstörande universalmodell,"Ingen träningsdomän får tvingas in i set-, repetitions- och belastningsformat när dess faktiska struktur kräver andra begrepp.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-335,Versionerade domänpaket,"Varje träningsdomän ska ha identifierad version, stödnivå, datamodell, säkerhetsmodell, progression och teststatus.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-336,Domänkontext ska bevaras,En aktivitet ska behålla sitt syfte och sin domän även när samma rörelse används inom flera träningsformer.,19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-337,CrossFit-workouts ska vara strukturerade,"AMRAP, EMOM, rounds for time, chipper, ladder, intervaller, time cap och score ska representeras som strukturerad canonical data.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-338,Scaling ska bevara stimulus,"CrossFit-scaling ska i första hand bevara workoutens avsedda tidsprofil, rörelsefunktion, intensitet och användarsäkerhet.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-339,RX och scaled ska vara explicita versioner,"Resultat får endast jämföras som likvärdiga när workoutversion, scaling, standard och scoreformat är kompatibla.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-340,Rörelsestandard ska versioneras,"CrossFit-standarder, tävlingskrav och no-rep-definitioner ska ha känd version och provenance.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-341,Score före global poäng,CrossFit-resultat ska behålla sina domänspecifika scoreformat och får inte reduceras till en ogenomskinlig universell fitnesspoäng.,19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-342,Skills ska representeras som grafer,"Calisthenicsprogression ska använda prerequisites, parallella vägar, regressions, assistans och kvalitetskrav — inte endast linjära nivålistor.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-343,Kvalitet före svårighetsgrad,"En användare ska inte flyttas till svårare calisthenicsprogression enbart utifrån tid eller repetitionsantal utan bedömning av kontroll, stabilitet och säkerhet.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-344,Assistans ska ha metodkontext,"Band, vägg, partner, maskin och andra assistansformer ska lagras separat och inte jämföras som identiska nivåer.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,compliance,v1.0,Canonical Review Candidate
GP-345,Ett lyckat försök är inte full behärskning,Skillstatus ska kräva tillräcklig stabilitet och får inte höjas permanent efter ett enskilt lyckat försök.,19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-346,Domänspecifik substitution,"Substitutioner ska använda den aktiva domänens funktion, stimulus, progression, teknik och säkerhetsmodell.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-347,Domäninterferens ska analyseras,"När flera träningsformer kombineras ska GainPilot analysera konkurrerande belastning, återhämtning, teknik och prioritet.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-348,Ny domän kräver expertis,En ny specialiserad träningsdomän får inte bli canonical utan relevant mänsklig expertgranskning och dokumenterad kunskapsprovenance.,19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-349,Domänkompetens ska deklareras,"Agenter, modeller och coachfunktioner ska uttryckligen ange vilka träningsdomäner och användarnivåer de är validerade för.",19,"CrossFit, calisthenics och framtida träningsdomäner",19.199 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
