contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,normative_term,category_derived_non_canonical,canonical_version,status
MI-16-178,Flera noder,"Node selection SKA följa sensitivity, data locality, capability, cost och quality.",16,"Styrning av bild, video, kamera och mikrofon",16.49 Flera noder,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-179,Flera noder,Privat eller child-related original BÖR stanna lokalt eller på särskilt betrodd node.,16,"Styrning av bild, video, kamera och mikrofon",16.49 Flera noder,BÖR,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-180,Flera noder,Temporär node copy SKA raderas efter verifierat resultat och rollbackperiod.,16,"Styrning av bild, video, kamera och mikrofon",16.49 Flera noder,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-181,Flera noder,Media transfer SKA använda integrity verification.,16,"Styrning av bild, video, kamera och mikrofon",16.49 Flera noder,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-182,Media och lagringsbrist,Lagringsbrist FÅR INTE leda till oinformerad radering av originalmedia.,16,"Styrning av bild, video, kamera och mikrofon",16.50 Media och lagringsbrist,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-183,Media och lagringsbrist,Proxy och preview FÅR rensas om återgenererbarheten verifierats.,16,"Styrning av bild, video, kamera och mikrofon",16.50 Media och lagringsbrist,FÅR,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-184,Media och lagringsbrist,Original FÅR INTE raderas enbart för att en komprimerad version finns.,16,"Styrning av bild, video, kamera och mikrofon",16.50 Media och lagringsbrist,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-185,Mediaretention,Varje medieklass SKA ha definierad retention.,16,"Styrning av bild, video, kamera och mikrofon",16.51 Mediaretention,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-186,Mediaretention,Temporär capture och rått ljud BÖR ha kort retention.,16,"Styrning av bild, video, kamera och mikrofon",16.51 Mediaretention,BÖR,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-187,Mediaretention,Approved publication och rights evidence SKA kunna bevaras enligt projektets lifecycle.,16,"Styrning av bild, video, kamera och mikrofon",16.51 Mediaretention,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-188,Mediaretention,"Radering SKA skilja lokal kopia, project copy, provider copy, backup och publicerad extern kopia.",16,"Styrning av bild, video, kamera och mikrofon",16.51 Mediaretention,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-189,Radering,Delete SKA ange exakt mediaobjekt och relation till original.,16,"Styrning av bild, video, kamera och mikrofon",16.52 Radering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-190,Radering,Radering av derivat FÅR INTE automatiskt radera original.,16,"Styrning av bild, video, kamera och mikrofon",16.52 Radering,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-191,Radering,Permanent radering av privat original SKA kräva explicit approval.,16,"Styrning av bild, video, kamera och mikrofon",16.52 Radering,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-192,Radering,Publicerad extern media FÅR INTE beskrivas som fullständigt raderad om kopior kan kvarstå.,16,"Styrning av bild, video, kamera och mikrofon",16.52 Radering,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-193,Karantän,Karantän SKA bevara media och begränsa normal användning.,16,"Styrning av bild, video, kamera och mikrofon",16.53 Karantän,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-194,Karantän,Karantänorsak SKA vara tydlig och auditbar.,16,"Styrning av bild, video, kamera och mikrofon",16.53 Karantän,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-195,Karantän,Karantän FÅR INTE automatiskt leda till permanent delete.,16,"Styrning av bild, video, kamera och mikrofon",16.53 Karantän,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-196,Karantän,Karantänmedia SKA behålla provenance och original location.,16,"Styrning av bild, video, kamera och mikrofon",16.53 Karantän,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-197,Mediaaction state,Mediaaction state SKA vara explicit.,16,"Styrning av bild, video, kamera och mikrofon",16.54 Mediaaction state,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-198,Mediaaction state,Captured FÅR INTE automatiskt innebära classified eller approved.,16,"Styrning av bild, video, kamera och mikrofon",16.54 Mediaaction state,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-199,Mediaaction state,Published SKA kräva relevant extern verifiering.,16,"Styrning av bild, video, kamera och mikrofon",16.54 Mediaaction state,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-200,Mediaaction state,"Partial, unverified och unknown outcome SKA hållas åtskilda från success.",16,"Styrning av bild, video, kamera och mikrofon",16.54 Mediaaction state,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-201,Verifiering,Varje materiell mediaaction SKA ha verifieringskrav.,16,"Styrning av bild, video, kamera och mikrofon",16.55 Verifiering,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-202,Verifiering,"Maskering och redaktion SKA verifieras på final export, inte enbart i edit session.",16,"Styrning av bild, video, kamera och mikrofon",16.55 Verifiering,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-203,Verifiering,"Publicering SKA verifiera media, caption, thumbnail och account.",16,"Styrning av bild, video, kamera och mikrofon",16.55 Verifiering,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-204,Verifiering,Frånvaro av error FÅR INTE ensam betraktas som verifiering.,16,"Styrning av bild, video, kamera och mikrofon",16.55 Verifiering,FÅR INTE,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-205,Unknown outcome,"Unknown outcome SKA stoppa blind retry av capture, upload eller publish.",16,"Styrning av bild, video, kamera och mikrofon",16.56 Unknown outcome,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-206,Unknown outcome,"Systemet SKA kontrollera lokalt, remote och external state före ny action.",16,"Styrning av bild, video, kamera och mikrofon",16.56 Unknown outcome,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-207,Unknown outcome,Dubblettinspelning eller dubblettpublicering SKA undvikas.,16,"Styrning av bild, video, kamera och mikrofon",16.56 Unknown outcome,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-208,Unknown outcome,Original FÅR INTE raderas medan transform- eller upload outcome är okänt.,16,"Styrning av bild, video, kamera och mikrofon",16.56 Unknown outcome,FÅR INTE,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-209,Rollback och compensation,Rollback SKA skiljas från compensation.,16,"Styrning av bild, video, kamera och mikrofon",16.57 Rollback och compensation,SKA,failure,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-210,Rollback och compensation,Avpublicering FÅR INTE beskrivas som att tidigare visning eller kopiering har upphört.,16,"Styrning av bild, video, kamera och mikrofon",16.57 Rollback och compensation,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-211,Rollback och compensation,Rättelsemedia SKA ha eget authority- och reviewkrav.,16,"Styrning av bild, video, kamera och mikrofon",16.57 Rollback och compensation,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-212,Mediaaudit,Materiell mediaaction SKA vara auditbar.,16,"Styrning av bild, video, kamera och mikrofon",16.58 Mediaaudit,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-213,Mediaaudit,"Audit SKA skilja original, derivat, generated och published version.",16,"Styrning av bild, video, kamera och mikrofon",16.58 Mediaaudit,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-214,Mediaaudit,"Audit FÅR INTE lagra privat råmedia när hash, reference och redigerat evidence räcker.",16,"Styrning av bild, video, kamera och mikrofon",16.58 Mediaaudit,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-215,Mediaaudit,Personlig eller synthetic representation SKA få utökad audit.,16,"Styrning av bild, video, kamera och mikrofon",16.58 Mediaaudit,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-216,Explainability,Mediaförklaring SKA använda vanligt språk.,16,"Styrning av bild, video, kamera och mikrofon",16.59 Explainability,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-217,Explainability,"Atlas SKA tydligt skilja capture, preview, analysis, edit, generation, share och publish.",16,"Styrning av bild, video, kamera och mikrofon",16.59 Explainability,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-218,Explainability,“Anonymiserad” FÅR INTE användas utan tillräcklig bedömning av kvarvarande identifieringsrisk.,16,"Styrning av bild, video, kamera och mikrofon",16.59 Explainability,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-219,Mediepolicy per projekt,Projekt med medieproduktion SKA ha versionerad mediepolicy.,16,"Styrning av bild, video, kamera och mikrofon",16.60 Mediepolicy per projekt,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-220,Mediepolicy per projekt,"Projektpolicy FÅR INTE försvaga global privacy, human presence eller identity governance.",16,"Styrning av bild, video, kamera och mikrofon",16.60 Mediepolicy per projekt,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-221,Mediepolicy per projekt,"Ny medietyp eller provider SKA genomgå privacy-, rights- och quality review.",16,"Styrning av bild, video, kamera och mikrofon",16.60 Mediepolicy per projekt,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-222,Capability maturity,Ny kamera- eller mikrofoncapability FÅR INTE börja som bred bakgrundsautomation.,16,"Styrning av bild, video, kamera och mikrofon",16.61 Capability maturity,FÅR INTE,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-223,Capability maturity,Publication authority SKA utvecklas separat från generation och editing.,16,"Styrning av bild, video, kamera och mikrofon",16.61 Capability maturity,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-224,Capability maturity,Stabil media generation FÅR INTE automatiskt motivera autonomous publish.,16,"Styrning av bild, video, kamera och mikrofon",16.61 Capability maturity,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-225,Testning,"Mediaregressioner som kan skapa privacy-, identity-, rights- eller publicationfel SKA vara blockerande.",16,"Styrning av bild, video, kamera och mikrofon",16.62 Testning,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-226,Testning,Testning SKA använda syntetiskt eller säkert testmaterial där möjligt.,16,"Styrning av bild, video, kamera och mikrofon",16.62 Testning,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-227,Testning,Sensor test SKA verifiera att capture faktiskt stoppas när workflowet avslutas.,16,"Styrning av bild, video, kamera och mikrofon",16.62 Testning,SKA,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-228,Testning,Maskeringstest SKA kontrollera final export och metadata.,16,"Styrning av bild, video, kamera och mikrofon",16.62 Testning,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-229,Primära failure modes,"Mediearkitekturen SKA uttryckligen skydda mot gallery overreach, sensor creep, identity leakage, rights ambiguity och synthetic authenticity failure.",16,"Styrning av bild, video, kamera och mikrofon",16.63 Primära failure modes,SKA,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-230,Absoluta medieförbud,Listan över absoluta medieförbud SKA behandlas som canonical minimum.,16,"Styrning av bild, video, kamera och mikrofon",16.64 Absoluta medieförbud,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-231,Absoluta medieförbud,Förbjudna beteenden SKA blockeras tekniskt där det är möjligt.,16,"Styrning av bild, video, kamera och mikrofon",16.64 Absoluta medieförbud,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-001,Normativ definition av platsdata,Platsdata SKA behandlas som känslig personlig kontext.,17,"Plats, geofencing och fysisk kontext",17.2 Normativ definition av platsdata,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-002,Normativ definition av platsdata,Direkt och härledd platsinformation SKA omfattas av samma governanceprinciper.,17,"Plats, geofencing och fysisk kontext",17.2 Normativ definition av platsdata,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-003,Normativ definition av platsdata,Teknisk åtkomst till location permission FÅR INTE betraktas som generell rätt att använda eller lagra platsdata.,17,"Plats, geofencing och fysisk kontext",17.2 Normativ definition av platsdata,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-004,Normativ definition av platsdata,"Varje platsanvändning SKA ha definierat syfte, precision, scope, retention och tillåten effekt.",17,"Plats, geofencing och fysisk kontext",17.2 Normativ definition av platsdata,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-005,Platsobjekt,Varje governat platsobjekt SKA kunna kopplas till rätt subject och source.,17,"Plats, geofencing och fysisk kontext",17.3 Platsobjekt,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-006,Platsobjekt,Platsobjekt SKA innehålla timestamp och tillräcklig freshnessinformation.,17,"Plats, geofencing och fysisk kontext",17.3 Platsobjekt,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-007,Platsobjekt,Osäker eller gammal plats FÅR INTE presenteras som aktuell exakt position.,17,"Plats, geofencing och fysisk kontext",17.3 Platsobjekt,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-008,Platsobjekt,Härledd plats SKA märkas som härledd och inte som direkt observerad.,17,"Plats, geofencing och fysisk kontext",17.3 Platsobjekt,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-009,Precisionstrappa,Varje platsworkflow SKA använda lägsta tillräckliga precisionsnivå.,17,"Plats, geofencing och fysisk kontext",17.4 Precisionstrappa,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-010,Precisionstrappa,G5–G6 SKA vara default deny om inte ett konkret workflow kräver dem.,17,"Plats, geofencing och fysisk kontext",17.4 Precisionstrappa,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-011,Precisionstrappa,"G6 FÅR INTE vara standard för påminnelser, briefing eller generell Atlas-kontext.",17,"Plats, geofencing och fysisk kontext",17.4 Precisionstrappa,FÅR INTE,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-012,Precisionstrappa,"Högre precision SKA kräva proportionerligt starkare scope, privacykontroll och retentionbegränsning.",17,"Plats, geofencing och fysisk kontext",17.4 Precisionstrappa,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-013,Andrés canonical standard,Andrés installation SKA använda G1 som normal platsnivå.,17,"Plats, geofencing och fysisk kontext",17.5 Andrés canonical standard,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-014,Andrés canonical standard,"Geofencing FÅR använda högre intern precision än den som visas eller lagras, men endast inom det specifika workflowet.",17,"Plats, geofencing och fysisk kontext",17.5 Andrés canonical standard,FÅR,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-015,Andrés canonical standard,Andrés personliga val FÅR INTE automatiskt bli standard för framtida användare eller tenants.,17,"Plats, geofencing och fysisk kontext",17.5 Andrés canonical standard,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-016,Current location,Current location SKA ha freshnesskrav.,17,"Plats, geofencing och fysisk kontext",17.6 Current location,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-17-017,Current location,Last known location FÅR INTE presenteras som current location utan tydlig markering.,17,"Plats, geofencing och fysisk kontext",17.6 Current location,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
